51:4,5,3,2,3,4,8,3,2,8,2,8,2,4,9,3,7,7,9,6,5,3,6,5,1,4,4,3,3,9
52:6,5,6,5,3,5,4,4,3,5,1,1,2,3,2,1,8,9,8,9,4,8,3,4,1,5,2,9,6,8
53:9,7,7,5,8,1,1,9,9,8,8,4,4,1,8,6,3,9,1,3,3,8,6,4,8,3,4,4,4,1
54:9,7,7,3,8,1,1,9,9,8,8,4,4,1,8,6,3,9,1,3,3,8,6,4,8,3,4,4,4,1
55:8,4,7,4,2,1,1,8,3,4,9,7,6,9,3,5,9,3,6,7,6,5,7,7,6,7,7,8,6,4
56:4,6,9,2,1,3,5,2,9,5,4,7,5,1,5,5,7,8,1,6,4,2,8,9,2,4,9,4,6,5
57:6,6,6,1,2,3,2,2,3,2,4,3,5,8,2,9,3,7,5,2,5,4,5,2,7,9,8,8,7,4
58:6,3,2,7,6,9,8,3,6,1,4,9,2,6,7,7,4,3,7,3,7,1,1,8,5,8,4,1,9,5
59:6,3,5,9,2,3,1,1,8,4,7,7,1,6,2,2,7,6,3,2,1,9,3,7,6,3,7,3,2,1
60:7,1,6,9,8,8,8,6,9,8,9,7,7,5,4,9,8,5,4,7,5,1,3,6,7,8,9,8,9,3
61:2,8,2,3,1,7,5,5,5,6,8,1,9,7,9,9,4,7,9,3,6,7,8,6,5,7,9,3,9,5
62:1,6,4,2,2,8,9,9,7,9,6,4,6,1,8,5,8,6,8,3,6,3,1,8,9,4,1,4,6,8
63:6,1,8,2,7,7,1,9,9,9,2,3,3,9,3,4,8,3,1,8,1,2,4,9,8,6,8,3,4,3
64:7,2,8,7,5,6,2,5,3,5,3,1,8,3,2,3,3,4,7,3,9,4,3,6,1,1,9,6,5,2
65:6,1,6,9,2,8,2,3,2,4,9,4,5,5,4,2,6,8,8,1,2,6,8,5,8,9,2,6,9,5
66:6,4,7,2,5,6,6,2,5,3,5,6,8,8,4,6,6,7,1,2,6,4,9,1,5,2,9,5,6,4
67:4,1,1,6,4,1,4,7,8,6,2,1,6,1,8,4,8,9,6,5,1,8,8,7,6,5,2,1,1,4
68:6,4,2,2,5,6,6,2,5,3,5,6,8,8,4,6,6,7,1,2,6,4,9,1,5,2,9,5,6,7
69:5,2,9,4,2,6,3,6,3,5,5,5,6,6,6,2,7,2,8,5,6,1,2,3,7,2,5,3,9,4
70:4,9,1,7,6,6,7,6,5,1,8,2,8,1,3,9,6,9,9,6,1,1,1,5,2,3,3,4,1,2
71:2,2,4,4,5,2,7,2,3,3,5,5,5,6,4,7,8,8,4,9,9,8,8,7,9,3,9,9,8,2
72:5,7,8,9,4,1,6,3,4,9,8,9,5,6,2,1,5,7,9,9,6,8,9,8,6,4,3,9,1,2
73:5,7,8,7,5,1,5,2,6,8,4,3,4,7,8,6,2,3,3,2,4,2,7,7,4,8,4,9,5,9
74:6,4,4,6,1,7,4,6,5,9,2,9,7,9,9,5,1,8,8,8,3,7,5,5,7,9,9,1,1,4
75:5,1,1,5,8,3,8,2,5,7,5,9,7,8,5,8,3,8,3,8,9,6,8,5,7,2,1,6,7,8
76:8,1,8,9,7,5,9,4,5,4,7,5,4,9,4,4,2,2,6,8,2,9,8,1,7,6,3,4,3,6
77:5,7,8,9,1,1,6,3,4,9,8,9,5,6,2,1,5,7,9,9,6,8,9,8,6,4,3,9,1,2
78:9,3,1,9,9,5,5,6,1,5,1,5,2,8,8,5,2,1,7,8,4,3,9,6,8,5,1,5,8,3
79:9,8,9,2,4,2,1,9,1,9,2,7,5,3,1,5,1,3,8,1,6,4,6,2,1,6,7,5,8,3
80:4,1,4,5,4,2,2,8,3,8,6,6,9,7,9,3,6,5,4,7,7,7,6,4,5,3,3,9,1,7
81:7,7,6,3,6,4,7,7,6,4,9,4,3,8,6,5,8,4,5,8,1,2,6,4,3,1,3,6,7,9
82:7,6,6,2,4,2,7,3,7,8,5,7,8,7,7,2,4,1,6,9,5,7,4,6,4,9,6,8,5,5
83:4,2,7,7,7,3,2,8,5,2,6,8,8,3,4,1,1,9,2,7,6,6,8,5,2,2,9,8,6,2
84:9,4,8,3,5,9,2,3,9,3,3,1,8,7,2,6,4,5,1,6,3,8,3,9,7,3,2,2,8,4
85:3,4,2,2,2,4,6,2,7,9,9,8,9,9,3,6,5,2,8,8,6,5,8,2,2,8,9,7,4,5
86:4,1,6,9,6,4,9,7,8,7,3,6,5,8,4,9,2,3,9,9,7,5,5,8,8,4,7,9,8,6
87:6,1,6,9,2,8,2,3,2,4,9,4,5,5,4,2,6,8,8,1,5,6,8,5,8,9,2,6,9,9
88:7,1,6,6,9,9,1,4,4,2,6,7,1,6,1,5,7,6,4,1,9,3,1,8,5,3,5,1,5,4
89:4,5,7,2,2,1,5,5,1,5,3,5,5,5,4,9,3,6,5,9,3,8,1,4,2,7,3,2,2,3
90:5,8,4,4,9,1,3,1,9,4,3,7,2,6,5,8,2,1,9,7,7,5,2,4,5,3,5,3,1,5
91:8,3,2,1,9,8,5,8,6,1,7,7,8,1,3,9,1,3,1,1,3,5,9,5,7,1,4,6,9,4
92:8,6,5,3,9,3,9,5,2,5,6,3,7,7,2,9,3,6,4,4,1,6,4,1,5,8,4,7,7,6
93:9,3,7,7,9,5,1,5,4,3,5,3,3,8,6,9,6,6,9,2,7,5,2,1,8,9,8,1,7,7
94:8,8,9,4,5,4,3,5,2,5,7,7,2,8,9,8,5,4,6,6,6,8,5,1,9,4,1,9,7,3
95:9,6,4,6,2,4,2,9,7,9,4,5,7,4,5,1,1,2,4,4,1,1,9,6,9,2,8,5,1,7
96:5,4,4,4,5,2,4,2,5,5,1,6,6,9,9,5,7,6,4,9,3,4,4,7,8,1,6,8,5,3
97:3,8,8,8,9,3,3,8,2,5,5,7,7,9,8,9,4,1,8,1,9,6,5,1,3,7,3,5,3,4
98:2,9,6,1,1,2,4,8,9,7,3,2,9,9,4,4,3,2,5,1,3,4,7,4,9,3,5,6,7,7
99:7,2,4,3,5,4,4,1,5,4,6,5,1,9,2,6,3,5,9,7,3,4,5,7,9,5,1,3,7,1
100:8,8,6,6,3,4,8,1,6,5,6,8,6,2,9,7,6,1,8,3,8,7,6,9,3,1,8,6,4,2
101:9,4,1,3,6,1,9,2,6,5,9,8,3,8,7,8,5,7,3,2,8,5,5,9,2,9,9,7,2,9
102:5,9,7,6,7,4,7,6,6,5,3,9,1,3,2,8,7,8,5,6,7,8,4,9,6,9,5,4,3,8
103:4,2,4,4,5,4,8,6,3,5,9,7,7,3,6,5,5,5,5,1,9,6,5,5,6,7,4,2,4,3
104:9,5,5,6,4,6,3,7,7,3,1,5,1,6,4,3,3,7,6,6,4,9,9,2,3,2,8,8,7,4
105:1,7,4,4,4,5,9,3,1,9,8,7,6,7,2,4,2,1,4,6,9,5,4,2,3,6,4,9,7,4
106:6,9,7,8,2,6,7,5,7,2,1,5,8,6,1,5,8,5,4,1,2,7,1,1,5,7,7,5,1,5
107:5,8,8,7,9,7,4,3,9,7,5,2,8,8,2,1,9,2,7,3,3,5,6,2,5,3,9,2,6,6
108:4,6,1,6,3,6,8,8,3,6,3,6,9,1,5,4,4,9,7,9,4,1,2,3,7,5,3,4,2,3
109:2,2,4,4,5,2,7,2,3,3,5,5,5,6,4,7,8,8,4,9,9,8,8,7,9,3,9,9,8,9
110:3,9,3,8,4,1,3,7,9,4,5,1,1,8,6,7,1,8,6,1,3,7,7,1,2,4,6,9,6,1
111:2,6,5,5,6,1,5,9,5,9,1,1,3,2,2,6,6,1,4,5,5,8,8,8,2,1,8,1,9,9
112:4,1,4,5,4,2,2,8,3,8,6,6,9,7,9,3,6,5,4,7,7,7,6,4,3,3,3,9,1,6
113:1,3,4,1,6,3,1,9,9,1,8,9,2,8,1,4,2,9,3,4,1,3,2,5,8,8,2,3,1,8
114:5,1,7,2,1,6,4,9,7,7,4,3,3,2,9,8,7,3,7,7,2,3,7,7,4,1,9,1,8,7
115:1,1,1,6,7,4,8,4,3,4,9,4,6,4,6,2,9,7,5,5,2,3,8,5,9,7,1,3,9,5
116:7,1,7,3,2,8,3,8,8,3,5,1,3,9,4,7,3,3,2,1,5,6,7,5,1,1,1,8,1,8
117:5,7,8,7,5,1,5,2,6,8,4,3,4,7,8,6,2,3,3,2,4,2,7,7,4,8,4,9,5,9
118:6,4,5,8,5,5,6,6,5,9,5,4,7,7,2,8,5,7,3,9,2,1,1,9,5,2,8,8,6,5
119:1,8,1,9,1,5,1,1,2,8,2,7,1,1,6,6,4,5,2,6,4,7,6,1,6,8,2,8,3,4
120:5,4,2,5,4,9,8,1,2,2,8,9,2,8,9,6,8,5,2,9,5,9,9,9,4,3,7,7,4,7
121:7,9,7,6,7,5,8,8,8,1,9,8,5,3,3,3,6,5,7,6,2,3,1,4,6,9,3,6,1,9
122:5,1,7,2,1,6,4,9,7,7,4,3,3,2,9,8,7,3,7,7,2,3,7,7,4,1,9,1,8,8
123:6,1,3,4,8,2,9,6,3,5,8,6,8,7,7,9,3,3,4,7,2,7,7,5,8,7,2,8,3,3
124:8,9,8,1,5,2,1,8,1,6,8,1,4,5,5,8,3,4,6,2,3,2,4,4,9,9,7,6,1,7
125:2,2,3,5,8,1,9,4,8,9,4,9,8,4,8,7,7,8,1,5,7,9,2,4,9,4,5,7,8,3
126:8,7,7,5,4,9,2,8,1,8,5,1,6,2,9,7,5,6,5,6,2,2,3,3,2,9,8,7,2,9
127:8,4,1,1,3,9,6,1,3,6,1,2,9,2,8,1,1,3,1,1,6,2,6,3,9,5,2,9,8,7
128:3,5,7,4,5,3,7,3,9,7,1,4,7,7,7,2,7,1,1,4,7,4,8,9,1,9,3,6,6,6
129:1,6,8,3,9,1,2,7,5,2,7,7,1,8,2,7,5,6,7,2,8,5,2,5,4,6,8,2,2,3
130:8,3,4,4,5,3,9,1,4,1,3,6,2,3,8,9,5,5,1,1,5,8,5,2,3,3,3,2,8,1
131:2,8,2,3,1,7,5,5,5,6,8,1,9,7,9,9,4,7,9,3,6,7,8,6,3,7,9,3,9,6
132:1,3,2,4,3,1,9,9,3,3,6,7,8,7,1,6,4,6,7,5,8,9,4,1,4,5,5,3,9,3
133:4,5,7,2,2,1,5,5,1,5,3,5,5,5,4,9,3,2,5,9,3,8,1,4,2,7,3,2,2,3
134:6,1,3,4,8,2,9,6,3,5,8,6,8,7,7,9,3,3,4,7,2,7,7,1,8,7,2,8,3,1
135:9,9,6,3,7,2,7,2,6,7,9,3,3,5,9,6,3,2,9,2,5,7,3,8,8,2,9,4,2,8
136:9,9,7,9,1,1,2,5,4,6,6,9,5,7,2,7,6,3,8,6,1,9,9,3,4,8,7,1,2,9
137:4,1,2,5,9,5,4,5,9,6,4,7,2,6,1,9,2,6,2,4,8,9,9,1,9,2,8,9,3,4
138:8,5,6,6,5,1,5,7,9,3,2,9,4,8,2,3,2,2,4,4,4,6,5,4,3,6,6,8,2,9
139:1,1,4,2,8,1,4,8,3,6,2,5,1,5,7,1,8,9,2,8,7,5,3,3,8,7,6,9,6,8
140:1,6,8,3,9,1,2,7,5,2,7,7,1,8,2,7,5,6,7,2,8,5,2,5,4,6,8,2,2,5
141:1,3,5,2,3,4,2,1,7,5,5,5,6,2,5,6,8,7,9,9,1,6,9,1,8,6,4,3,6,9
142:1,6,8,3,9,1,2,7,5,2,7,7,1,8,2,7,5,4,7,2,8,5,2,5,4,6,8,2,2,5
143:6,3,7,8,8,9,9,1,4,7,9,5,1,8,5,8,4,1,2,8,8,7,8,7,4,2,8,1,7,2
144:2,5,5,8,6,7,6,4,8,5,7,4,5,1,4,6,8,7,8,2,7,5,6,3,8,4,1,1,8,6
145:5,9,8,9,8,2,7,2,3,9,2,7,8,5,5,3,4,8,4,3,5,8,7,1,6,2,8,6,9,9
146:7,4,6,7,6,2,6,2,8,8,5,9,8,2,1,4,1,3,7,3,9,6,3,1,7,7,5,5,2,2
147:9,3,6,9,3,2,1,6,4,3,3,1,8,3,6,4,5,1,4,4,6,4,7,9,8,2,2,6,8,9
148:5,5,9,5,1,1,3,4,9,5,2,1,1,5,7,5,7,3,6,4,7,9,1,6,2,9,9,1,3,9
149:9,9,5,7,5,4,5,6,7,6,6,7,5,8,3,1,6,7,2,4,6,1,4,1,7,2,1,8,2,4
150:3,6,7,8,1,4,6,7,7,9,1,3,6,4,1,1,1,2,5,9,5,4,6,6,3,7,5,1,1,2
151:6,4,7,2,5,6,6,2,5,3,5,6,8,8,4,6,6,7,1,2,6,4,9,1,5,2,9,5,6,7
152:1,1,2,7,7,6,8,9,4,3,7,6,9,4,5,2,3,6,2,3,3,3,8,2,9,7,1,9,5,2
153:2,5,5,8,6,7,6,4,8,5,7,4,5,1,4,6,8,7,8,2,7,5,6,3,8,4,1,1,8,8
154:2,6,5,5,6,1,5,9,5,9,1,1,3,2,2,6,6,1,4,5,5,8,8,8,2,1,8,1,9,9
155:7,9,3,3,7,6,3,4,5,1,3,9,4,8,7,6,2,1,1,5,6,4,7,4,3,7,2,2,7,5
156:5,1,1,8,3,1,4,8,1,6,9,4,4,3,8,8,8,6,4,2,1,1,2,2,8,4,5,1,1,4
157:8,6,5,3,9,3,9,5,2,5,6,3,7,7,2,9,5,6,4,4,1,6,4,1,5,8,4,7,7,7
158:7,8,3,4,7,8,3,6,7,4,8,3,3,9,2,7,4,1,6,6,8,7,1,3,8,2,4,7,2,8
159:1,1,7,6,2,1,1,5,5,6,2,3,9,8,2,1,5,6,3,8,3,4,9,3,8,8,9,5,2,7
160:1,4,7,8,2,4,4,5,7,2,6,1,3,3,7,7,5,4,1,2,6,2,1,9,8,2,7,9,4,8
161:1,8,1,7,3,6,3,7,2,6,1,6,7,4,4,9,6,5,1,7,9,9,8,6,5,7,3,6,5,8
162:1,1,8,6,3,8,3,8,9,4,1,9,3,2,9,3,9,1,3,5,9,9,9,2,9,4,8,5,6,6
163:2,2,3,1,9,2,6,3,1,6,1,1,2,8,3,6,3,3,8,8,2,4,5,5,5,1,1,2,4,3
164:7,3,3,9,9,7,9,4,3,7,6,5,5,4,2,1,5,7,6,5,9,5,1,8,1,9,9,4,5,3
165:7,3,6,4,2,1,7,2,1,1,9,1,3,9,1,9,8,2,7,7,6,2,1,1,8,3,8,9,2,1
166:1,5,8,1,1,7,3,8,5,9,6,9,4,9,8,9,3,6,2,6,8,5,9,9,2,6,9,3,3,9
167:8,4,5,4,5,6,8,8,2,8,4,3,1,3,3,6,4,5,5,6,3,8,1,6,4,5,4,7,9,3
168:3,9,3,8,4,1,3,7,9,4,5,1,1,8,6,7,1,8,6,1,3,7,7,1,2,4,6,9,6,4
169:7,2,8,7,5,6,2,5,3,5,3,1,8,3,2,3,3,4,7,3,9,4,3,6,1,1,9,6,5,8
170:5,5,7,4,5,3,7,3,9,7,1,4,7,7,7,2,7,1,1,4,7,4,8,9,1,9,3,6,6,9
171:3,9,6,7,9,6,4,5,9,1,5,8,8,4,4,9,1,7,2,7,9,3,7,3,2,8,8,2,5,8
172:5,4,9,6,6,9,9,1,9,7,7,2,1,4,2,4,8,9,1,1,4,4,6,7,2,6,3,5,7,6
173:7,2,4,3,5,4,4,1,5,4,6,5,1,9,2,6,3,5,9,7,3,4,5,7,9,5,1,3,7,8
174:7,3,3,9,3,1,4,3,3,1,6,2,1,9,9,5,4,8,1,6,7,4,7,2,2,4,7,2,3,2
175:4,4,3,1,8,8,4,7,1,9,5,4,9,8,1,6,8,3,5,6,7,6,3,8,4,4,1,3,7,1
176:8,4,5,4,5,6,8,8,2,8,4,3,1,3,3,6,4,5,5,6,3,8,1,6,4,5,4,7,9,9
177:7,9,3,3,7,6,3,4,5,1,3,9,4,8,7,6,2,1,1,5,6,4,7,4,3,7,2,2,7,2
178:9,3,9,1,3,9,6,3,6,5,2,9,6,9,4,1,5,1,3,7,8,4,6,7,8,9,1,3,2,1
179:3,4,5,3,8,4,5,1,5,3,6,7,2,6,2,2,6,4,7,7,4,8,1,4,8,3,8,7,7,8
180:8,8,4,1,5,6,4,9,8,6,9,4,3,9,8,6,3,5,3,4,5,1,9,6,7,9,3,8,8,3
181:5,4,9,6,6,9,9,1,9,7,7,2,1,4,2,4,8,9,1,1,4,4,6,7,2,6,3,5,7,9
182:4,1,5,7,2,1,1,1,5,9,1,5,4,1,8,2,5,2,1,3,7,2,1,8,1,2,4,5,8,7
183:2,5,6,1,5,1,9,5,1,2,7,4,3,1,6,3,2,2,5,9,4,4,4,3,6,6,3,1,5,2
184:1,7,2,8,1,1,6,5,8,8,6,4,3,2,9,1,5,6,6,2,5,2,7,3,6,1,5,3,3,1
185:6,3,8,9,9,6,5,7,5,1,2,4,7,9,5,3,3,5,9,7,9,6,4,4,9,6,8,7,4,2
186:6,3,5,9,2,3,1,1,8,4,7,7,1,6,2,2,4,6,3,2,1,9,3,7,6,3,7,3,2,5
187:1,2,1,2,4,1,8,6,5,8,2,7,7,6,3,4,8,2,4,5,6,3,3,2,8,1,2,4,7,6
188:8,3,8,2,4,7,1,1,4,5,4,2,4,3,7,1,6,5,4,1,8,6,2,7,4,6,9,1,6,4
189:8,9,7,8,6,4,5,6,7,2,4,2,1,3,6,7,6,2,6,6,2,5,3,7,5,1,2,5,7,6
190:3,6,8,7,3,5,4,6,8,2,7,7,1,9,4,5,2,7,7,5,3,3,3,6,7,7,1,1,1,5
191:2,5,6,1,5,1,9,5,1,2,7,4,3,1,6,3,2,2,5,9,4,4,4,3,6,6,3,5,5,2
192:3,9,9,3,3,9,8,5,5,7,6,7,2,8,1,6,2,7,7,5,8,8,1,5,6,2,6,6,3,3
193:6,1,2,7,6,1,3,1,2,5,5,4,1,5,6,3,4,9,8,8,4,2,3,7,5,7,1,9,3,9
194:3,3,9,1,1,6,4,5,5,1,3,8,4,8,2,6,3,7,4,3,8,9,7,9,4,4,9,6,1,6
195:7,2,2,5,3,5,3,4,3,3,7,2,8,5,2,2,8,6,7,8,8,8,2,5,1,5,4,2,4,8
196:8,1,9,7,3,4,5,4,4,4,4,8,9,6,1,6,8,1,1,7,3,3,8,2,7,8,5,7,1,8
197:4,7,8,2,7,5,1,1,3,9,6,6,2,3,1,5,9,7,5,6,7,9,5,5,6,1,3,5,9,6
198:7,5,6,5,2,3,8,6,5,5,3,7,7,5,2,8,9,1,5,6,7,4,4,6,8,5,1,7,5,7
199:9,2,6,5,5,2,3,7,1,6,2,8,5,8,1,1,2,3,6,3,1,2,5,2,9,1,2,6,1,8
200:9,4,8,2,5,4,9,3,5,1,3,7,3,3,5,9,6,6,7,4,3,9,3,7,6,9,3,6,7,2
201:6,2,9,9,6,4,4,3,3,4,9,6,9,9,3,5,7,1,2,7,7,2,7,1,7,3,5,8,7,9
202:9,4,8,6,4,2,8,2,2,8,7,4,6,4,6,3,2,8,4,6,1,7,2,3,6,4,5,1,8,4
203:4,1,2,5,2,5,4,5,9,6,4,7,2,6,1,9,2,6,2,4,8,9,9,1,9,2,8,9,3,4
204:1,3,7,8,5,8,8,4,1,2,5,7,3,8,3,5,6,8,3,5,6,2,7,3,6,7,5,9,1,6
205:4,1,6,9,6,4,9,7,8,7,3,6,5,8,4,9,2,3,9,9,1,5,5,8,8,4,7,9,8,8
206:5,6,5,5,9,2,3,9,2,9,4,7,7,8,6,8,3,7,8,5,6,7,2,4,6,9,2,1,4,9
207:6,1,8,2,7,7,1,9,9,9,2,3,3,9,3,4,8,3,1,8,1,2,4,7,8,6,8,3,4,6
208:4,5,4,6,6,8,8,9,7,5,2,4,8,3,6,7,2,1,2,8,1,5,2,7,5,5,6,4,8,5
209:9,2,5,7,6,1,6,1,1,4,3,6,6,7,9,9,5,3,2,8,1,8,3,7,5,1,9,1,7,3
210:3,6,5,4,3,5,7,3,2,7,6,4,8,4,3,4,5,3,7,7,4,5,1,1,9,5,4,9,5,4
211:1,1,2,7,7,6,8,9,4,9,7,6,9,4,5,2,3,6,2,3,3,3,8,2,9,7,1,9,5,2
212:3,2,2,2,8,6,1,8,9,1,3,9,8,5,9,4,9,3,3,9,5,1,7,8,9,3,6,9,9,2
213:7,2,9,8,5,7,2,5,7,3,1,4,2,1,7,1,7,1,2,1,3,9,5,6,6,7,6,2,8,3
214:8,3,8,6,4,4,8,7,2,8,1,5,6,5,5,4,7,9,5,7,4,6,7,2,3,5,1,1,7,7
215:1,1,4,2,8,1,4,8,3,6,2,5,1,5,7,1,8,9,2,8,7,5,3,3,8,7,6,9,6,1
216:9,9,7,9,1,1,2,5,4,6,6,9,5,5,2,7,6,3,8,6,1,9,9,3,4,8,7,1,2,9
217:7,3,9,9,4,2,5,2,2,6,5,1,7,7,3,8,2,2,8,5,2,6,5,8,5,6,6,6,1,8
218:4,2,4,9,9,9,7,5,9,4,9,9,6,1,6,4,6,1,5,8,5,5,1,3,8,2,3,3,8,4
219:1,4,5,9,2,2,6,8,5,6,3,6,2,4,9,5,2,3,9,5,4,3,8,4,6,1,3,9,1,2
220:7,3,3,5,6,7,6,5,6,6,5,8,6,4,1,7,4,1,2,5,1,6,8,8,8,8,4,6,5,7
221:9,4,3,1,1,7,7,9,3,3,7,8,5,3,6,1,8,1,1,1,5,4,1,4,9,2,5,1,4,1
222:6,3,7,8,5,8,1,1,2,4,5,3,9,9,8,5,6,1,2,9,7,2,5,1,1,9,7,5,3,6
223:2,5,6,1,5,1,9,5,1,2,7,4,3,1,6,3,2,2,5,9,4,4,4,3,6,6,3,1,5,6
224:1,7,7,8,4,4,9,8,6,2,3,5,1,6,5,2,8,6,7,7,7,5,9,5,6,6,5,8,7,8
225:3,5,3,8,5,4,6,5,6,4,7,1,7,5,4,3,5,4,4,6,1,9,9,3,5,2,5,6,2,4
