25:9,2,1,2,7,4,9,1,7,5,7,1,3,4,7,2,8,3,3,7,3,2,4,1,6,6,3,2,5,8
26:8,6,1,3,6,8,5,8,2,3,8,1,4,4,8,7,5,4,9,1,6,7,5,6,7,2,8,8,1,7
27:4,7,2,3,7,3,5,7,8,5,1,9,9,9,8,1,9,5,4,4,9,4,6,3,4,7,9,6,4,1
28:7,2,4,5,1,9,1,5,5,6,9,8,2,9,3,3,1,6,6,8,3,8,1,2,6,2,7,5,5,2
29:8,7,6,6,4,3,1,9,8,2,9,8,8,3,2,4,6,2,7,1,3,8,5,2,1,3,5,4,7,9
30:5,4,8,1,7,9,5,8,2,4,5,1,7,6,8,5,7,5,6,2,2,7,4,8,9,8,8,5,4,8
31:7,2,8,6,2,3,4,6,5,7,1,6,6,2,9,3,3,8,2,7,4,3,2,9,2,8,4,2,3,9
32:2,2,7,8,9,8,8,8,9,1,6,1,4,4,1,8,7,5,2,2,5,2,9,4,6,7,7,8,5,2
33:2,9,2,5,3,2,7,2,9,9,7,3,1,3,5,3,7,9,5,3,7,1,6,6,7,9,7,2,2,7
34:4,6,9,6,6,5,2,8,5,9,2,3,4,9,4,6,3,3,7,8,5,1,8,6,6,4,4,2,8,3
35:3,7,3,7,4,8,4,1,4,7,3,3,8,3,6,7,9,9,9,7,3,6,6,9,3,5,7,3,5,7
36:3,4,8,5,5,2,6,6,1,2,3,5,7,9,1,2,4,9,8,4,4,9,5,8,7,9,8,4,7,3
37:6,2,8,5,6,1,5,6,4,4,6,7,8,3,3,2,7,8,7,3,2,7,7,6,6,3,2,2,1,4
38:5,2,1,9,4,3,4,9,1,3,1,4,4,6,4,1,8,7,7,2,8,2,2,5,1,3,5,3,2,7
39:2,7,6,6,2,2,9,8,2,6,9,5,6,6,6,8,8,9,2,2,7,2,9,5,8,2,6,4,7,9
40:4,7,5,7,1,6,6,7,5,6,5,3,1,7,7,1,1,6,6,3,3,7,4,2,1,9,1,6,2,5
41:6,3,4,8,6,9,6,8,8,8,7,3,1,1,7,4,6,5,9,2,9,1,8,8,5,7,8,6,8,3
42:1,3,8,3,5,1,1,5,1,6,3,2,9,4,9,9,5,3,3,8,2,1,7,6,6,7,2,7,2,2
43:7,9,8,7,4,6,6,2,1,6,7,2,8,5,5,8,5,4,3,2,6,7,6,7,6,5,1,9,1,2
44:1,6,5,6,7,5,9,3,6,8,9,4,7,3,6,9,5,6,4,7,5,7,5,5,1,9,1,1,3,5
45:5,2,9,1,8,1,9,4,4,4,9,9,7,5,4,4,8,5,2,1,8,8,4,4,4,3,8,8,4,2
46:1,2,3,5,8,2,7,9,9,7,3,3,3,8,6,7,6,1,4,5,5,8,8,2,9,6,3,5,2,3
47:9,6,3,3,9,3,7,5,3,1,9,9,3,8,8,2,6,6,3,5,9,5,6,3,1,7,7,2,4,9
48:3,3,1,1,4,1,5,7,4,3,2,4,1,9,1,2,6,5,5,6,2,5,6,3,3,7,1,5,6,7
49:8,9,7,5,7,3,9,9,8,9,9,3,5,9,8,2,1,3,7,9,4,2,7,5,2,8,4,5,5,6
50:8,5,1,7,7,1,7,1,1,3,7,4,5,6,8,9,3,1,5,6,6,7,3,3,1,7,1,2,3,4
51:4,7,3,8,9,2,7,7,7,7,7,5,8,3,9,8,6,5,5,9,3,6,5,1,8,4,6,7,1,2
52:4,2,8,4,9,3,8,1,8,8,3,3,3,6,7,8,6,6,1,4,7,2,4,8,6,3,1,6,8,1
53:4,8,8,4,9,7,9,2,9,9,2,1,1,3,9,4,2,7,4,9,1,4,1,7,7,4,4,9,9,5
54:7,1,3,1,1,7,8,5,3,3,2,1,3,2,6,8,5,9,3,5,8,9,3,3,7,4,2,5,6,7
55:4,3,1,5,4,9,3,3,1,4,1,1,7,8,4,1,3,9,1,6,4,8,8,1,3,1,4,9,9,6
56:7,3,8,9,3,9,1,2,9,9,4,3,6,8,6,7,3,1,7,4,5,7,3,4,7,5,1,6,8,9
57:8,4,1,1,5,5,8,8,1,3,2,8,3,9,1,6,4,7,9,8,3,2,4,5,5,3,8,2,9,5
58:6,5,2,2,5,1,9,7,9,5,1,6,3,9,3,3,8,9,8,5,8,7,6,8,2,2,4,2,4,2
59:6,5,8,3,8,1,7,9,1,9,9,6,2,6,4,8,9,1,3,7,7,2,3,1,6,2,9,9,5,6
60:6,7,3,9,1,1,5,9,5,3,9,8,1,5,4,4,2,3,3,3,1,3,3,2,5,7,2,6,1,3
61:3,8,5,1,8,4,2,2,5,7,9,7,4,7,3,2,9,8,4,4,7,1,1,5,8,2,7,4,6,2
62:3,1,6,8,7,4,6,7,5,5,3,9,6,9,4,2,4,2,9,6,8,6,4,8,2,5,2,1,9,2
63:8,9,4,3,7,1,5,6,1,2,9,9,8,4,5,4,8,9,5,1,1,3,7,5,1,5,9,9,5,4
64:5,1,3,3,7,1,9,3,1,1,7,1,1,6,5,2,2,1,8,6,7,1,5,6,6,3,8,6,9,7
65:4,1,7,6,1,6,8,3,9,6,7,4,1,7,6,2,5,4,5,9,2,8,6,1,7,1,2,4,3,5
66:4,8,9,2,1,6,1,5,1,5,6,1,5,6,2,3,4,4,3,6,4,7,9,1,1,8,4,2,8,1
67:1,9,2,8,1,1,8,4,2,2,1,6,9,1,6,3,5,7,9,9,5,3,5,7,2,4,4,6,2,4
68:8,2,4,1,5,7,8,1,3,6,7,2,2,1,1,5,1,4,2,1,4,6,8,3,3,4,3,8,6,5
69:5,6,4,1,3,2,4,7,5,9,1,8,7,6,5,5,1,4,3,5,3,9,6,9,5,7,7,5,7,2
70:8,4,7,7,4,1,2,7,9,3,7,4,2,6,5,4,9,8,5,7,4,2,5,6,1,7,3,6,8,6
71:4,5,6,3,9,6,4,8,8,2,1,3,4,7,3,9,9,4,9,1,6,3,9,5,4,9,3,7,3,8
72:4,1,7,3,5,3,7,8,9,2,8,4,7,9,9,1,5,8,1,9,2,9,3,4,8,2,8,8,5,8
73:3,8,8,9,2,2,5,9,6,8,5,9,2,7,2,5,8,6,6,9,4,1,1,5,4,7,8,2,2,1
74:6,5,5,7,5,2,8,9,1,2,7,9,5,4,8,5,2,6,2,3,8,9,6,5,4,7,3,1,6,8
75:4,5,5,4,1,9,9,3,9,7,4,2,7,7,5,9,9,3,8,8,1,4,9,4,6,4,8,4,7,4
76:5,5,2,4,2,2,4,4,7,9,5,5,4,4,1,1,3,9,8,8,1,3,1,8,2,3,8,3,3,8
77:7,8,7,5,9,8,6,2,5,7,6,3,5,1,4,6,8,3,6,9,8,7,1,9,2,2,3,5,1,9
78:8,4,3,7,3,6,1,7,9,8,7,2,7,5,8,4,6,5,3,2,9,5,9,3,4,7,5,8,3,6
79:1,3,9,1,7,9,6,1,7,7,9,1,1,9,1,8,2,7,7,5,2,6,7,9,8,5,4,2,6,4
80:2,6,6,1,8,9,5,7,6,3,1,6,3,8,6,6,4,3,7,8,8,4,3,3,3,9,3,4,9,2
81:9,3,1,7,1,5,3,9,6,5,2,3,2,8,8,9,1,5,5,8,8,8,9,8,9,9,3,2,8,1
82:4,1,3,2,6,1,8,5,7,6,4,8,6,9,6,3,2,8,3,2,5,8,8,2,9,2,9,4,9,1
83:5,2,2,5,5,3,4,1,7,9,9,6,2,4,1,1,7,4,4,5,4,2,6,1,5,8,8,5,6,7
84:6,6,3,5,5,2,5,1,7,8,7,4,5,9,6,5,1,4,6,5,8,3,1,7,3,4,3,5,1,6
85:3,3,7,7,5,7,3,7,6,6,3,8,2,4,8,5,9,6,5,1,6,6,6,8,6,7,2,8,8,6
86:7,2,2,5,7,8,2,9,3,9,3,4,6,7,5,7,2,4,6,7,8,3,1,7,5,2,6,7,2,5
87:7,5,4,7,3,4,7,9,2,4,6,4,3,5,8,7,4,9,9,2,8,7,9,5,8,2,8,6,6,3
88:4,5,3,1,9,3,8,6,8,8,2,7,7,7,4,7,2,5,1,1,1,5,4,5,7,1,2,4,1,6
89:3,8,3,9,1,5,9,8,9,9,6,6,7,4,2,3,1,8,9,4,5,2,9,4,2,8,1,1,6,5
90:7,2,9,2,1,5,3,1,2,3,8,6,7,2,6,9,8,3,2,5,9,9,8,7,5,2,5,4,5,5
91:3,5,4,1,3,5,8,1,5,7,7,2,3,2,4,5,1,4,8,7,4,4,9,4,1,1,3,8,1,1
92:7,7,1,8,1,1,5,8,6,2,3,6,3,4,2,4,1,5,1,5,5,4,7,2,8,9,4,6,9,5
93:2,5,6,5,6,7,1,2,4,3,6,7,7,7,6,2,1,1,4,1,3,9,2,6,6,7,7,3,2,8
94:4,4,2,3,9,5,1,9,5,1,8,2,3,3,8,9,8,5,7,1,2,3,3,1,1,2,6,2,4,6
95:6,4,5,6,5,4,8,5,5,8,3,9,5,9,7,2,2,9,1,6,2,8,8,3,8,9,3,9,6,2
96:6,7,4,3,9,9,1,3,2,7,9,5,3,1,5,8,6,3,8,6,8,4,5,1,1,1,8,8,1,2
97:8,5,1,6,5,7,6,8,3,5,5,2,5,3,1,1,6,6,1,7,8,1,1,9,3,4,3,9,2,6
98:1,7,5,9,3,4,1,8,9,4,3,6,6,5,7,2,9,9,5,7,1,9,5,7,6,4,4,1,4,1
99:8,1,5,8,8,7,2,9,2,8,1,6,8,4,3,9,2,4,5,9,5,6,5,3,1,8,7,7,1,6
100:2,1,9,4,9,3,5,1,8,9,8,7,4,8,4,1,9,1,4,7,6,8,4,9,2,3,7,1,2,7
